textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 01 Jan 2005,To: 31 Dec 2015,Liberia,CY 2013,81,Protestant,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Liberia,CY 2014,28,Protestant,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Liberia,CY 2015,11,Protestant,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Liberia,CY 2005,"4,069",Seventh Day Adventist,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Liberia,CY 2006,"1,995",Seventh Day Adventist,21,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Liberia,CY 2007,"1,822",Seventh Day Adventist,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Liberia,CY 2008,602,Seventh Day Adventist,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Liberia,CY 2009,447,Seventh Day Adventist,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Liberia,CY 2010,181,Seventh Day Adventist,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Liberia,CY 2011,132,Seventh Day Adventist,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Liberia,CY 2012,56,Seventh Day Adventist,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Liberia,CY 2013,81,Seventh Day Adventist,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Liberia,CY 2014,28,Seventh Day Adventist,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Liberia,CY 2015,11,Seventh Day Adventist,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Liberia,CY 2005,"4,069",Unknown,1,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Liberia,CY 2006,"1,995",Unknown,4,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Liberia,CY 2007,"1,822",Unknown,8,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Liberia,CY 2008,602,Unknown,4,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Liberia,CY 2009,447,Unknown,5,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Liberia,CY 2010,181,Unknown,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Liberia,CY 2011,132,Unknown,3,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Liberia,CY 2012,56,Unknown,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Liberia,CY 2013,81,Unknown,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Liberia,CY 2014,28,Unknown,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Liberia,CY 2015,11,Unknown,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Libya,CY 2005,0,Moslem,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Libya,CY 2006,0,Moslem,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Libya,CY 2007,0,Moslem,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Libya,CY 2008,0,Moslem,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Libya,CY 2009,1,Moslem,1,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Libya,CY 2010,0,Moslem,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Libya,CY 2011,1,Moslem,1,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Libya,CY 2012,5,Moslem,5,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Libya,CY 2013,1,Moslem,1,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Libya,CY 2014,0,Moslem,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Libya,CY 2015,0,Moslem,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2005,7,Jewish,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2006,0,Jewish,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2007,4,Jewish,2,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2008,0,Jewish,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2009,1,Jewish,1,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2010,3,Jewish,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2011,0,Jewish,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2012,0,Jewish,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2013,0,Jewish,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2014,0,Jewish,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2015,0,Jewish,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2005,7,No Religion,2,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2006,0,No Religion,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2007,4,No Religion,2,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2008,0,No Religion,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2009,1,No Religion,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2010,3,No Religion,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2011,0,No Religion,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2012,0,No Religion,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2013,0,No Religion,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2014,0,No Religion,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2015,0,No Religion,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2005,7,Pentecostalist,5,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2006,0,Pentecostalist,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2007,4,Pentecostalist,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2008,0,Pentecostalist,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2009,1,Pentecostalist,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2010,3,Pentecostalist,3,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2011,0,Pentecostalist,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2012,0,Pentecostalist,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2013,0,Pentecostalist,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2014,0,Pentecostalist,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Lithuania,CY 2015,0,Pentecostalist,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Macedonia,CY 2005,0,Moslem,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Macedonia,CY 2006,1,Moslem,1,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Macedonia,CY 2007,0,Moslem,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Macedonia,CY 2008,0,Moslem,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Macedonia,CY 2009,0,Moslem,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Macedonia,CY 2010,0,Moslem,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Macedonia,CY 2011,0,Moslem,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Macedonia,CY 2012,0,Moslem,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Macedonia,CY 2013,0,Moslem,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Macedonia,CY 2014,0,Moslem,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Macedonia,CY 2015,0,Moslem,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Madagascar (Malagasy Republic),CY 2005,1,No Religion,1,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Madagascar (Malagasy Republic),CY 2006,0,No Religion,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Madagascar (Malagasy Republic),CY 2007,0,No Religion,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Madagascar (Malagasy Republic),CY 2008,0,No Religion,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Madagascar (Malagasy Republic),CY 2009,3,No Religion,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Madagascar (Malagasy Republic),CY 2010,0,No Religion,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Madagascar (Malagasy Republic),CY 2011,0,No Religion,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Madagascar (Malagasy Republic),CY 2012,0,No Religion,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Madagascar (Malagasy Republic),CY 2013,0,No Religion,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Madagascar (Malagasy Republic),CY 2014,0,No Religion,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Madagascar (Malagasy Republic),CY 2015,0,No Religion,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Madagascar (Malagasy Republic),CY 2005,1,Protestant,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Madagascar (Malagasy Republic),CY 2006,0,Protestant,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Madagascar (Malagasy Republic),CY 2007,0,Protestant,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Madagascar (Malagasy Republic),CY 2008,0,Protestant,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Madagascar (Malagasy Republic),CY 2009,3,Protestant,3,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Madagascar (Malagasy Republic),CY 2010,0,Protestant,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Madagascar (Malagasy Republic),CY 2011,0,Protestant,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Madagascar (Malagasy Republic),CY 2012,0,Protestant,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Madagascar (Malagasy Republic),CY 2013,0,Protestant,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Madagascar (Malagasy Republic),CY 2014,0,Protestant,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Madagascar (Malagasy Republic),CY 2015,0,Protestant,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Malaysia,CY 2005,0,Christian,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Malaysia,CY 2006,0,Christian,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Malaysia,CY 2007,0,Christian,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Malaysia,CY 2008,0,Christian,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Malaysia,CY 2009,0,Christian,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Malaysia,CY 2010,2,Christian,2,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Malaysia,CY 2011,4,Christian,1,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Malaysia,CY 2012,0,Christian,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Malaysia,CY 2013,0,Christian,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Malaysia,CY 2014,0,Christian,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Malaysia,CY 2015,0,Christian,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Malaysia,CY 2005,0,Unknown,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Malaysia,CY 2006,0,Unknown,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Malaysia,CY 2007,0,Unknown,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Malaysia,CY 2008,0,Unknown,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Malaysia,CY 2009,0,Unknown,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Malaysia,CY 2010,2,Unknown,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Malaysia,CY 2011,4,Unknown,3,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Malaysia,CY 2012,0,Unknown,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Malaysia,CY 2013,0,Unknown,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Malaysia,CY 2014,0,Unknown,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Malaysia,CY 2015,0,Unknown,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2005,0,Christian,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2006,0,Christian,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2007,0,Christian,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2008,0,Christian,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2009,0,Christian,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2010,0,Christian,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2011,0,Christian,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2012,1,Christian,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2013,1,Christian,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2014,2,Christian,2,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2015,8,Christian,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2005,0,Jehovah Witness,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2006,0,Jehovah Witness,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2007,0,Jehovah Witness,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2008,0,Jehovah Witness,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2009,0,Jehovah Witness,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2010,0,Jehovah Witness,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2011,0,Jehovah Witness,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2012,1,Jehovah Witness,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2013,1,Jehovah Witness,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2014,2,Jehovah Witness,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2015,8,Jehovah Witness,2,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2005,0,Moslem,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2006,0,Moslem,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2007,0,Moslem,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2008,0,Moslem,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2009,0,Moslem,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2010,0,Moslem,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2011,0,Moslem,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2012,1,Moslem,1,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2013,1,Moslem,1,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2014,2,Moslem,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Mali,CY 2015,8,Moslem,6,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Mauritania,CY 2005,3,Moslem,3,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Mauritania,CY 2006,119,Moslem,115,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Mauritania,CY 2007,32,Moslem,32,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Mauritania,CY 2008,36,Moslem,36,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Mauritania,CY 2009,13,Moslem,13,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Mauritania,CY 2010,66,Moslem,66,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Mauritania,CY 2011,3,Moslem,3,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Mauritania,CY 2012,0,Moslem,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Mauritania,CY 2013,0,Moslem,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Mauritania,CY 2014,4,Moslem,4,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Mauritania,CY 2015,0,Moslem,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Mauritania,CY 2005,3,Moslem Suni,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Mauritania,CY 2006,119,Moslem Suni,4,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Mauritania,CY 2007,32,Moslem Suni,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Mauritania,CY 2008,36,Moslem Suni,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Mauritania,CY 2009,13,Moslem Suni,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Mauritania,CY 2010,66,Moslem Suni,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Mauritania,CY 2011,3,Moslem Suni,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Mauritania,CY 2012,0,Moslem Suni,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Mauritania,CY 2013,0,Moslem Suni,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Mauritania,CY 2014,4,Moslem Suni,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Mauritania,CY 2015,0,Moslem Suni,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2005,931,Baptist,554,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2006,610,Baptist,355,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2007,592,Baptist,392,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2008,442,Baptist,287,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2009,497,Baptist,285,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2010,257,Baptist,112,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2011,303,Baptist,183,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2012,294,Baptist,167,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2013,75,Baptist,47,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2014,241,Baptist,150,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2015,240,Baptist,157,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2005,931,Christian,1,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2006,610,Christian,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2007,592,Christian,2,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2008,442,Christian,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2009,497,Christian,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2010,257,Christian,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2011,303,Christian,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2012,294,Christian,4,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2013,75,Christian,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2014,241,Christian,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2015,240,Christian,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2005,931,Evangelical Christian,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2006,610,Evangelical Christian,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2007,592,Evangelical Christian,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2008,442,Evangelical Christian,8,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2009,497,Evangelical Christian,2,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2010,257,Evangelical Christian,1,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2011,303,Evangelical Christian,1,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2012,294,Evangelical Christian,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2013,75,Evangelical Christian,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2014,241,Evangelical Christian,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2015,240,Evangelical Christian,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2005,931,Jehovah Witness,8,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2006,610,Jehovah Witness,23,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2007,592,Jehovah Witness,5,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2008,442,Jehovah Witness,18,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2009,497,Jehovah Witness,38,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2010,257,Jehovah Witness,10,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2011,303,Jehovah Witness,27,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2012,294,Jehovah Witness,13,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2013,75,Jehovah Witness,1,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2014,241,Jehovah Witness,17,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2015,240,Jehovah Witness,14,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2005,931,Jewish,13,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2006,610,Jewish,15,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2007,592,Jewish,4,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2008,442,Jewish,9,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2009,497,Jewish,2,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2010,257,Jewish,2,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2011,303,Jewish,4,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2012,294,Jewish,2,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2013,75,Jewish,1,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2014,241,Jewish,3,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2015,240,Jewish,4,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2005,931,No Religion,3,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2006,610,No Religion,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2007,592,No Religion,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2008,442,No Religion,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2009,497,No Religion,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2010,257,No Religion,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2011,303,No Religion,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2012,294,No Religion,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2013,75,No Religion,2,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2014,241,No Religion,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2015,240,No Religion,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2005,931,Orthodox,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2006,610,Orthodox,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2007,592,Orthodox,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2008,442,Orthodox,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2009,497,Orthodox,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2010,257,Orthodox,1,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2011,303,Orthodox,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2012,294,Orthodox,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2013,75,Orthodox,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2014,241,Orthodox,2,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2015,240,Orthodox,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2005,931,Pentecostalist,276,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2006,610,Pentecostalist,173,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2007,592,Pentecostalist,159,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2008,442,Pentecostalist,101,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2009,497,Pentecostalist,153,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2010,257,Pentecostalist,84,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2011,303,Pentecostalist,66,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2012,294,Pentecostalist,86,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2013,75,Pentecostalist,10,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moldova,CY 2014,241,Pentecostalist,29,"72,820"
