year,origin,dest_state,dest_city,arrivals
2013,Iraq,Connecticut,Danielson,0
2014,Iraq,Connecticut,Danielson,0
2015,Iraq,Connecticut,Danielson,0
2005,Iraq,Connecticut,Derby,0
2006,Iraq,Connecticut,Derby,0
2007,Iraq,Connecticut,Derby,0
2008,Iraq,Connecticut,Derby,0
2009,Iraq,Connecticut,Derby,0
2010,Iraq,Connecticut,Derby,0
2011,Iraq,Connecticut,Derby,0
2012,Iraq,Connecticut,Derby,6
2013,Iraq,Connecticut,Derby,5
2014,Iraq,Connecticut,Derby,0
2015,Iraq,Connecticut,Derby,0
2005,Iraq,Connecticut,East Haven,0
2006,Iraq,Connecticut,East Haven,0
2007,Iraq,Connecticut,East Haven,0
2008,Iraq,Connecticut,East Haven,4
2009,Iraq,Connecticut,East Haven,1
2010,Iraq,Connecticut,East Haven,4
2011,Iraq,Connecticut,East Haven,0
2012,Iraq,Connecticut,East Haven,1
2013,Iraq,Connecticut,East Haven,8
2014,Iraq,Connecticut,East Haven,0
2015,Iraq,Connecticut,East Haven,0
2005,Iraq,Connecticut,Fairfield,0
2006,Iraq,Connecticut,Fairfield,0
2007,Iraq,Connecticut,Fairfield,0
2008,Iraq,Connecticut,Fairfield,3
2009,Iraq,Connecticut,Fairfield,1
2010,Iraq,Connecticut,Fairfield,0
2011,Iraq,Connecticut,Fairfield,0
2012,Iraq,Connecticut,Fairfield,4
2013,Iraq,Connecticut,Fairfield,0
2014,Iraq,Connecticut,Fairfield,0
2015,Iraq,Connecticut,Fairfield,0
2005,Iraq,Connecticut,Glastonbury,0
2006,Iraq,Connecticut,Glastonbury,0
2007,Iraq,Connecticut,Glastonbury,0
2008,Iraq,Connecticut,Glastonbury,5
2009,Iraq,Connecticut,Glastonbury,1
2010,Iraq,Connecticut,Glastonbury,0
2011,Iraq,Connecticut,Glastonbury,0
2012,Iraq,Connecticut,Glastonbury,0
2013,Iraq,Connecticut,Glastonbury,0
2014,Iraq,Connecticut,Glastonbury,0
2015,Iraq,Connecticut,Glastonbury,0
2005,Iraq,Connecticut,Greenwich,0
2006,Iraq,Connecticut,Greenwich,0
2007,Iraq,Connecticut,Greenwich,0
2008,Iraq,Connecticut,Greenwich,3
2009,Iraq,Connecticut,Greenwich,0
2010,Iraq,Connecticut,Greenwich,0
2011,Iraq,Connecticut,Greenwich,0
2012,Iraq,Connecticut,Greenwich,0
2013,Iraq,Connecticut,Greenwich,0
2014,Iraq,Connecticut,Greenwich,0
2015,Iraq,Connecticut,Greenwich,0
2005,Iraq,Connecticut,Hamden,0
2006,Iraq,Connecticut,Hamden,0
2007,Iraq,Connecticut,Hamden,0
2008,Iraq,Connecticut,Hamden,6
2009,Iraq,Connecticut,Hamden,5
2010,Iraq,Connecticut,Hamden,0
2011,Iraq,Connecticut,Hamden,2
2012,Iraq,Connecticut,Hamden,6
2013,Iraq,Connecticut,Hamden,0
2014,Iraq,Connecticut,Hamden,5
2015,Iraq,Connecticut,Hamden,0
2005,Iraq,Connecticut,Hartford,1
2006,Iraq,Connecticut,Hartford,0
2007,Iraq,Connecticut,Hartford,0
2008,Iraq,Connecticut,Hartford,41
2009,Iraq,Connecticut,Hartford,45
2010,Iraq,Connecticut,Hartford,41
2011,Iraq,Connecticut,Hartford,9
2012,Iraq,Connecticut,Hartford,41
2013,Iraq,Connecticut,Hartford,30
2014,Iraq,Connecticut,Hartford,59
2015,Iraq,Connecticut,Hartford,22
2005,Iraq,Connecticut,Manchester,0
2006,Iraq,Connecticut,Manchester,0
2007,Iraq,Connecticut,Manchester,0
2008,Iraq,Connecticut,Manchester,0
2009,Iraq,Connecticut,Manchester,3
2010,Iraq,Connecticut,Manchester,0
2011,Iraq,Connecticut,Manchester,0
2012,Iraq,Connecticut,Manchester,0
2013,Iraq,Connecticut,Manchester,0
2014,Iraq,Connecticut,Manchester,0
2015,Iraq,Connecticut,Manchester,0
2005,Iraq,Connecticut,Middletown,0
2006,Iraq,Connecticut,Middletown,0
2007,Iraq,Connecticut,Middletown,0
2008,Iraq,Connecticut,Middletown,0
2009,Iraq,Connecticut,Middletown,0
2010,Iraq,Connecticut,Middletown,0
2011,Iraq,Connecticut,Middletown,0
2012,Iraq,Connecticut,Middletown,0
2013,Iraq,Connecticut,Middletown,0
2014,Iraq,Connecticut,Middletown,5
2015,Iraq,Connecticut,Middletown,0
2005,Iraq,Connecticut,New Britain,0
2006,Iraq,Connecticut,New Britain,0
2007,Iraq,Connecticut,New Britain,0
2008,Iraq,Connecticut,New Britain,0
2009,Iraq,Connecticut,New Britain,0
2010,Iraq,Connecticut,New Britain,1
2011,Iraq,Connecticut,New Britain,0
2012,Iraq,Connecticut,New Britain,1
2013,Iraq,Connecticut,New Britain,0
2014,Iraq,Connecticut,New Britain,0
2015,Iraq,Connecticut,New Britain,0
2005,Iraq,Connecticut,New Fairfield,0
2006,Iraq,Connecticut,New Fairfield,0
2007,Iraq,Connecticut,New Fairfield,0
2008,Iraq,Connecticut,New Fairfield,0
2009,Iraq,Connecticut,New Fairfield,3
2010,Iraq,Connecticut,New Fairfield,1
2011,Iraq,Connecticut,New Fairfield,0
2012,Iraq,Connecticut,New Fairfield,2
2013,Iraq,Connecticut,New Fairfield,0
2014,Iraq,Connecticut,New Fairfield,1
2015,Iraq,Connecticut,New Fairfield,0
2005,Iraq,Connecticut,New Haven,0
2006,Iraq,Connecticut,New Haven,0
2007,Iraq,Connecticut,New Haven,7
2008,Iraq,Connecticut,New Haven,44
2009,Iraq,Connecticut,New Haven,93
2010,Iraq,Connecticut,New Haven,93
2011,Iraq,Connecticut,New Haven,40
2012,Iraq,Connecticut,New Haven,57
2013,Iraq,Connecticut,New Haven,99
2014,Iraq,Connecticut,New Haven,74
2015,Iraq,Connecticut,New Haven,29
2005,Iraq,Connecticut,Plainville,0
2006,Iraq,Connecticut,Plainville,0
2007,Iraq,Connecticut,Plainville,0
2008,Iraq,Connecticut,Plainville,0
2009,Iraq,Connecticut,Plainville,0
2010,Iraq,Connecticut,Plainville,0
2011,Iraq,Connecticut,Plainville,0
2012,Iraq,Connecticut,Plainville,0
2013,Iraq,Connecticut,Plainville,1
2014,Iraq,Connecticut,Plainville,0
2015,Iraq,Connecticut,Plainville,0
2005,Iraq,Connecticut,Shelton,0
2006,Iraq,Connecticut,Shelton,0
2007,Iraq,Connecticut,Shelton,0
2008,Iraq,Connecticut,Shelton,0
2009,Iraq,Connecticut,Shelton,0
2010,Iraq,Connecticut,Shelton,0
2011,Iraq,Connecticut,Shelton,0
2012,Iraq,Connecticut,Shelton,0
2013,Iraq,Connecticut,Shelton,4
2014,Iraq,Connecticut,Shelton,0
2015,Iraq,Connecticut,Shelton,0
2005,Iraq,Connecticut,South Windsor,0
2006,Iraq,Connecticut,South Windsor,0
2007,Iraq,Connecticut,South Windsor,0
2008,Iraq,Connecticut,South Windsor,0
2009,Iraq,Connecticut,South Windsor,0
2010,Iraq,Connecticut,South Windsor,3
2011,Iraq,Connecticut,South Windsor,0
2012,Iraq,Connecticut,South Windsor,0
2013,Iraq,Connecticut,South Windsor,0
2014,Iraq,Connecticut,South Windsor,0
2015,Iraq,Connecticut,South Windsor,0
2005,Iraq,Connecticut,Tariffville,0
2006,Iraq,Connecticut,Tariffville,0
2007,Iraq,Connecticut,Tariffville,0
2008,Iraq,Connecticut,Tariffville,0
2009,Iraq,Connecticut,Tariffville,0
2010,Iraq,Connecticut,Tariffville,0
2011,Iraq,Connecticut,Tariffville,0
2012,Iraq,Connecticut,Tariffville,0
2013,Iraq,Connecticut,Tariffville,0
2014,Iraq,Connecticut,Tariffville,4
2015,Iraq,Connecticut,Tariffville,0
2005,Iraq,Connecticut,Wallingford,0
2006,Iraq,Connecticut,Wallingford,0
2007,Iraq,Connecticut,Wallingford,0
2008,Iraq,Connecticut,Wallingford,0
2009,Iraq,Connecticut,Wallingford,5
2010,Iraq,Connecticut,Wallingford,0
2011,Iraq,Connecticut,Wallingford,0
2012,Iraq,Connecticut,Wallingford,0
2013,Iraq,Connecticut,Wallingford,0
2014,Iraq,Connecticut,Wallingford,0
2015,Iraq,Connecticut,Wallingford,6
2005,Iraq,Connecticut,Waterbury,0
2006,Iraq,Connecticut,Waterbury,0
2007,Iraq,Connecticut,Waterbury,0
2008,Iraq,Connecticut,Waterbury,0
2009,Iraq,Connecticut,Waterbury,0
2010,Iraq,Connecticut,Waterbury,0
2011,Iraq,Connecticut,Waterbury,0
2012,Iraq,Connecticut,Waterbury,0
2013,Iraq,Connecticut,Waterbury,0
2014,Iraq,Connecticut,Waterbury,3
2015,Iraq,Connecticut,Waterbury,5
2005,Iraq,Connecticut,West Hartford,0
2006,Iraq,Connecticut,West Hartford,0
2007,Iraq,Connecticut,West Hartford,0
2008,Iraq,Connecticut,West Hartford,0
2009,Iraq,Connecticut,West Hartford,0
2010,Iraq,Connecticut,West Hartford,0
2011,Iraq,Connecticut,West Hartford,0
2012,Iraq,Connecticut,West Hartford,7
2013,Iraq,Connecticut,West Hartford,4
2014,Iraq,Connecticut,West Hartford,6
2015,Iraq,Connecticut,West Hartford,3
2005,Iraq,Connecticut,West Haven,0
2006,Iraq,Connecticut,West Haven,0
2007,Iraq,Connecticut,West Haven,0
2008,Iraq,Connecticut,West Haven,0
2009,Iraq,Connecticut,West Haven,0
2010,Iraq,Connecticut,West Haven,0
2011,Iraq,Connecticut,West Haven,4
2012,Iraq,Connecticut,West Haven,0
2013,Iraq,Connecticut,West Haven,8
2014,Iraq,Connecticut,West Haven,2
2015,Iraq,Connecticut,West Haven,0
2005,Iraq,Connecticut,Wilton,0
2006,Iraq,Connecticut,Wilton,0
2007,Iraq,Connecticut,Wilton,0
2008,Iraq,Connecticut,Wilton,4
2009,Iraq,Connecticut,Wilton,0
2010,Iraq,Connecticut,Wilton,0
2011,Iraq,Connecticut,Wilton,0
2012,Iraq,Connecticut,Wilton,0
2013,Iraq,Connecticut,Wilton,0
2014,Iraq,Connecticut,Wilton,0
2015,Iraq,Connecticut,Wilton,0
2005,Ivory Coast,Connecticut,Hartford,0
2006,Ivory Coast,Connecticut,Hartford,0
2007,Ivory Coast,Connecticut,Hartford,0
2008,Ivory Coast,Connecticut,Hartford,0
2009,Ivory Coast,Connecticut,Hartford,0
2010,Ivory Coast,Connecticut,Hartford,0
2011,Ivory Coast,Connecticut,Hartford,0
2012,Ivory Coast,Connecticut,Hartford,1
2013,Ivory Coast,Connecticut,Hartford,1
2014,Ivory Coast,Connecticut,Hartford,2
2015,Ivory Coast,Connecticut,Hartford,0
2005,Liberia,Connecticut,Ansonia,0
2006,Liberia,Connecticut,Ansonia,1
2007,Liberia,Connecticut,Ansonia,0
2008,Liberia,Connecticut,Ansonia,0
2009,Liberia,Connecticut,Ansonia,0
2010,Liberia,Connecticut,Ansonia,0
2011,Liberia,Connecticut,Ansonia,0
2012,Liberia,Connecticut,Ansonia,0
2013,Liberia,Connecticut,Ansonia,0
2014,Liberia,Connecticut,Ansonia,0
2015,Liberia,Connecticut,Ansonia,0
2005,Liberia,Connecticut,Danbury,0
2006,Liberia,Connecticut,Danbury,0
2007,Liberia,Connecticut,Danbury,3
2008,Liberia,Connecticut,Danbury,0
2009,Liberia,Connecticut,Danbury,0
2010,Liberia,Connecticut,Danbury,0
2011,Liberia,Connecticut,Danbury,0
2012,Liberia,Connecticut,Danbury,0
2013,Liberia,Connecticut,Danbury,0
2014,Liberia,Connecticut,Danbury,0
2015,Liberia,Connecticut,Danbury,0
2005,Liberia,Connecticut,Hartford,12
2006,Liberia,Connecticut,Hartford,1
2007,Liberia,Connecticut,Hartford,2
2008,Liberia,Connecticut,Hartford,1
2009,Liberia,Connecticut,Hartford,6
2010,Liberia,Connecticut,Hartford,2
2011,Liberia,Connecticut,Hartford,3
2012,Liberia,Connecticut,Hartford,1
2013,Liberia,Connecticut,Hartford,4
2014,Liberia,Connecticut,Hartford,0
2015,Liberia,Connecticut,Hartford,0
2005,Liberia,Connecticut,Meriden,0
2006,Liberia,Connecticut,Meriden,1
2007,Liberia,Connecticut,Meriden,0
2008,Liberia,Connecticut,Meriden,0
2009,Liberia,Connecticut,Meriden,0
2010,Liberia,Connecticut,Meriden,0
2011,Liberia,Connecticut,Meriden,0
2012,Liberia,Connecticut,Meriden,0
2013,Liberia,Connecticut,Meriden,0
2014,Liberia,Connecticut,Meriden,1
2015,Liberia,Connecticut,Meriden,0
2005,Liberia,Connecticut,New Haven,4
2006,Liberia,Connecticut,New Haven,0
2007,Liberia,Connecticut,New Haven,5
2008,Liberia,Connecticut,New Haven,2
2009,Liberia,Connecticut,New Haven,0
2010,Liberia,Connecticut,New Haven,0
2011,Liberia,Connecticut,New Haven,0
2012,Liberia,Connecticut,New Haven,0
2013,Liberia,Connecticut,New Haven,0
2014,Liberia,Connecticut,New Haven,0
2015,Liberia,Connecticut,New Haven,0
2005,Liberia,Connecticut,Salisbury,5
2006,Liberia,Connecticut,Salisbury,0
2007,Liberia,Connecticut,Salisbury,0
2008,Liberia,Connecticut,Salisbury,0
2009,Liberia,Connecticut,Salisbury,0
2010,Liberia,Connecticut,Salisbury,0
2011,Liberia,Connecticut,Salisbury,0
2012,Liberia,Connecticut,Salisbury,0
2013,Liberia,Connecticut,Salisbury,0
2014,Liberia,Connecticut,Salisbury,0
2015,Liberia,Connecticut,Salisbury,0
2005,Liberia,Connecticut,South Meriden,2
2006,Liberia,Connecticut,South Meriden,0
2007,Liberia,Connecticut,South Meriden,0
2008,Liberia,Connecticut,South Meriden,0
2009,Liberia,Connecticut,South Meriden,0
2010,Liberia,Connecticut,South Meriden,0
2011,Liberia,Connecticut,South Meriden,0
2012,Liberia,Connecticut,South Meriden,0
2013,Liberia,Connecticut,South Meriden,0
2014,Liberia,Connecticut,South Meriden,0
2015,Liberia,Connecticut,South Meriden,0
2005,Liberia,Connecticut,West Haven,2
2006,Liberia,Connecticut,West Haven,0
2007,Liberia,Connecticut,West Haven,0
2008,Liberia,Connecticut,West Haven,0
2009,Liberia,Connecticut,West Haven,0
2010,Liberia,Connecticut,West Haven,0
2011,Liberia,Connecticut,West Haven,4
2012,Liberia,Connecticut,West Haven,0
2013,Liberia,Connecticut,West Haven,0
2014,Liberia,Connecticut,West Haven,0
2015,Liberia,Connecticut,West Haven,0
2005,Morocco,Connecticut,Hartford,0
2006,Morocco,Connecticut,Hartford,0
2007,Morocco,Connecticut,Hartford,0
2008,Morocco,Connecticut,Hartford,0
2009,Morocco,Connecticut,Hartford,0
2010,Morocco,Connecticut,Hartford,0
2011,Morocco,Connecticut,Hartford,0
2012,Morocco,Connecticut,Hartford,1
2013,Morocco,Connecticut,Hartford,0
2014,Morocco,Connecticut,Hartford,0
2015,Morocco,Connecticut,Hartford,0
2005,Pakistan,Connecticut,Hartford,0
2006,Pakistan,Connecticut,Hartford,0
2007,Pakistan,Connecticut,Hartford,0
2008,Pakistan,Connecticut,Hartford,0
2009,Pakistan,Connecticut,Hartford,0
2010,Pakistan,Connecticut,Hartford,0
2011,Pakistan,Connecticut,Hartford,0
2012,Pakistan,Connecticut,Hartford,4
2013,Pakistan,Connecticut,Hartford,0
2014,Pakistan,Connecticut,Hartford,0
2015,Pakistan,Connecticut,Hartford,0
2005,Palestine,Connecticut,New Haven,0
2006,Palestine,Connecticut,New Haven,0
2007,Palestine,Connecticut,New Haven,0
2008,Palestine,Connecticut,New Haven,0
2009,Palestine,Connecticut,New Haven,5
2010,Palestine,Connecticut,New Haven,14
2011,Palestine,Connecticut,New Haven,0
2012,Palestine,Connecticut,New Haven,0
2013,Palestine,Connecticut,New Haven,0
2014,Palestine,Connecticut,New Haven,0
2015,Palestine,Connecticut,New Haven,0
2005,Russia,Connecticut,Bridgeport,13
2006,Russia,Connecticut,Bridgeport,0
2007,Russia,Connecticut,Bridgeport,0
2008,Russia,Connecticut,Bridgeport,0
2009,Russia,Connecticut,Bridgeport,0
2010,Russia,Connecticut,Bridgeport,0
2011,Russia,Connecticut,Bridgeport,0
2012,Russia,Connecticut,Bridgeport,0
2013,Russia,Connecticut,Bridgeport,1
2014,Russia,Connecticut,Bridgeport,0
2015,Russia,Connecticut,Bridgeport,0
2005,Russia,Connecticut,Granby,2
2006,Russia,Connecticut,Granby,0
2007,Russia,Connecticut,Granby,0
2008,Russia,Connecticut,Granby,0
2009,Russia,Connecticut,Granby,0
2010,Russia,Connecticut,Granby,0
2011,Russia,Connecticut,Granby,0
2012,Russia,Connecticut,Granby,0
2013,Russia,Connecticut,Granby,0
2014,Russia,Connecticut,Granby,0
2015,Russia,Connecticut,Granby,0
2005,Russia,Connecticut,Hartford,94
2006,Russia,Connecticut,Hartford,61
2007,Russia,Connecticut,Hartford,23
2008,Russia,Connecticut,Hartford,0
2009,Russia,Connecticut,Hartford,0
2010,Russia,Connecticut,Hartford,0
2011,Russia,Connecticut,Hartford,0
2012,Russia,Connecticut,Hartford,0
2013,Russia,Connecticut,Hartford,0
2014,Russia,Connecticut,Hartford,0
2015,Russia,Connecticut,Hartford,0
2005,Russia,Connecticut,Manchester,2
2006,Russia,Connecticut,Manchester,0
2007,Russia,Connecticut,Manchester,0
2008,Russia,Connecticut,Manchester,0
2009,Russia,Connecticut,Manchester,0
2010,Russia,Connecticut,Manchester,0
2011,Russia,Connecticut,Manchester,0
2012,Russia,Connecticut,Manchester,0
2013,Russia,Connecticut,Manchester,0
2014,Russia,Connecticut,Manchester,0
2015,Russia,Connecticut,Manchester,0
2005,Russia,Connecticut,New Haven,9
2006,Russia,Connecticut,New Haven,0
2007,Russia,Connecticut,New Haven,0
2008,Russia,Connecticut,New Haven,0
2009,Russia,Connecticut,New Haven,0
2010,Russia,Connecticut,New Haven,0
2011,Russia,Connecticut,New Haven,0
2012,Russia,Connecticut,New Haven,0
2013,Russia,Connecticut,New Haven,0
2014,Russia,Connecticut,New Haven,0
2015,Russia,Connecticut,New Haven,0
2005,Russia,Connecticut,Putnam,0
2006,Russia,Connecticut,Putnam,0
2007,Russia,Connecticut,Putnam,0
2008,Russia,Connecticut,Putnam,0
2009,Russia,Connecticut,Putnam,0
2010,Russia,Connecticut,Putnam,0
2011,Russia,Connecticut,Putnam,1
2012,Russia,Connecticut,Putnam,4
2013,Russia,Connecticut,Putnam,0
2014,Russia,Connecticut,Putnam,2
2015,Russia,Connecticut,Putnam,0
2005,Russia,Connecticut,Stamford,1
2006,Russia,Connecticut,Stamford,0
2007,Russia,Connecticut,Stamford,2
2008,Russia,Connecticut,Stamford,0
2009,Russia,Connecticut,Stamford,0
2010,Russia,Connecticut,Stamford,0
2011,Russia,Connecticut,Stamford,0
2012,Russia,Connecticut,Stamford,0
2013,Russia,Connecticut,Stamford,0
2014,Russia,Connecticut,Stamford,0
2015,Russia,Connecticut,Stamford,0
2005,Russia,Connecticut,Windsor,3
2006,Russia,Connecticut,Windsor,0
2007,Russia,Connecticut,Windsor,0
2008,Russia,Connecticut,Windsor,0
2009,Russia,Connecticut,Windsor,0
2010,Russia,Connecticut,Windsor,0
2011,Russia,Connecticut,Windsor,0
2012,Russia,Connecticut,Windsor,0
2013,Russia,Connecticut,Windsor,0
2014,Russia,Connecticut,Windsor,0
2015,Russia,Connecticut,Windsor,0
2005,Rwanda,Connecticut,Bridgeport,1
2006,Rwanda,Connecticut,Bridgeport,3
2007,Rwanda,Connecticut,Bridgeport,0
2008,Rwanda,Connecticut,Bridgeport,0
2009,Rwanda,Connecticut,Bridgeport,0
2010,Rwanda,Connecticut,Bridgeport,0
2011,Rwanda,Connecticut,Bridgeport,0
2012,Rwanda,Connecticut,Bridgeport,0
2013,Rwanda,Connecticut,Bridgeport,0
2014,Rwanda,Connecticut,Bridgeport,0
2015,Rwanda,Connecticut,Bridgeport,3
2005,Rwanda,Connecticut,New Haven,0
2006,Rwanda,Connecticut,New Haven,0
2007,Rwanda,Connecticut,New Haven,0
2008,Rwanda,Connecticut,New Haven,0
2009,Rwanda,Connecticut,New Haven,0
2010,Rwanda,Connecticut,New Haven,0
2011,Rwanda,Connecticut,New Haven,0
2012,Rwanda,Connecticut,New Haven,0
2013,Rwanda,Connecticut,New Haven,0
2014,Rwanda,Connecticut,New Haven,0
2015,Rwanda,Connecticut,New Haven,10
2005,Senegal,Connecticut,New Haven,0
2006,Senegal,Connecticut,New Haven,0
2007,Senegal,Connecticut,New Haven,0
2008,Senegal,Connecticut,New Haven,0
2009,Senegal,Connecticut,New Haven,0
2010,Senegal,Connecticut,New Haven,0
2011,Senegal,Connecticut,New Haven,0
2012,Senegal,Connecticut,New Haven,0
2013,Senegal,Connecticut,New Haven,1
2014,Senegal,Connecticut,New Haven,0
2015,Senegal,Connecticut,New Haven,0
2005,Serbia,Connecticut,East Haven,1
2006,Serbia,Connecticut,East Haven,0
2007,Serbia,Connecticut,East Haven,0
2008,Serbia,Connecticut,East Haven,0
2009,Serbia,Connecticut,East Haven,0
2010,Serbia,Connecticut,East Haven,0
2011,Serbia,Connecticut,East Haven,0
2012,Serbia,Connecticut,East Haven,0
2013,Serbia,Connecticut,East Haven,0
2014,Serbia,Connecticut,East Haven,0
2015,Serbia,Connecticut,East Haven,0
2005,Sierra Leone,Connecticut,Hartford,0
2006,Sierra Leone,Connecticut,Hartford,0
2007,Sierra Leone,Connecticut,Hartford,0
2008,Sierra Leone,Connecticut,Hartford,0
2009,Sierra Leone,Connecticut,Hartford,0
2010,Sierra Leone,Connecticut,Hartford,1
2011,Sierra Leone,Connecticut,Hartford,0
2012,Sierra Leone,Connecticut,Hartford,0
2013,Sierra Leone,Connecticut,Hartford,0
2014,Sierra Leone,Connecticut,Hartford,0
2015,Sierra Leone,Connecticut,Hartford,0
2005,Somalia,Connecticut,Bridgeport,106
2006,Somalia,Connecticut,Bridgeport,12
2007,Somalia,Connecticut,Bridgeport,5
2008,Somalia,Connecticut,Bridgeport,0
2009,Somalia,Connecticut,Bridgeport,0
2010,Somalia,Connecticut,Bridgeport,0
2011,Somalia,Connecticut,Bridgeport,0
2012,Somalia,Connecticut,Bridgeport,0
2013,Somalia,Connecticut,Bridgeport,0
2014,Somalia,Connecticut,Bridgeport,0
2015,Somalia,Connecticut,Bridgeport,0
2005,Somalia,Connecticut,Hartford,107
2006,Somalia,Connecticut,Hartford,32
2007,Somalia,Connecticut,Hartford,11
2008,Somalia,Connecticut,Hartford,18
2009,Somalia,Connecticut,Hartford,63
2010,Somalia,Connecticut,Hartford,27
2011,Somalia,Connecticut,Hartford,18
2012,Somalia,Connecticut,Hartford,43
2013,Somalia,Connecticut,Hartford,79
2014,Somalia,Connecticut,Hartford,128
2015,Somalia,Connecticut,Hartford,105
2005,Somalia,Connecticut,New Britain,0
2006,Somalia,Connecticut,New Britain,0
2007,Somalia,Connecticut,New Britain,6
2008,Somalia,Connecticut,New Britain,0
2009,Somalia,Connecticut,New Britain,0
2010,Somalia,Connecticut,New Britain,0
2011,Somalia,Connecticut,New Britain,0
2012,Somalia,Connecticut,New Britain,0
2013,Somalia,Connecticut,New Britain,0
2014,Somalia,Connecticut,New Britain,0
2015,Somalia,Connecticut,New Britain,0
2005,Somalia,Connecticut,New Haven,2
2006,Somalia,Connecticut,New Haven,13
2007,Somalia,Connecticut,New Haven,16
2008,Somalia,Connecticut,New Haven,2
2009,Somalia,Connecticut,New Haven,0
2010,Somalia,Connecticut,New Haven,0
2011,Somalia,Connecticut,New Haven,2
2012,Somalia,Connecticut,New Haven,3
2013,Somalia,Connecticut,New Haven,0
2014,Somalia,Connecticut,New Haven,0
2015,Somalia,Connecticut,New Haven,0
2005,Somalia,Connecticut,Newington,0
2006,Somalia,Connecticut,Newington,0
2007,Somalia,Connecticut,Newington,0
2008,Somalia,Connecticut,Newington,0
2009,Somalia,Connecticut,Newington,0
2010,Somalia,Connecticut,Newington,1
2011,Somalia,Connecticut,Newington,0
2012,Somalia,Connecticut,Newington,0
2013,Somalia,Connecticut,Newington,0
2014,Somalia,Connecticut,Newington,0
2015,Somalia,Connecticut,Newington,0
2005,Somalia,Connecticut,Shelton,0
2006,Somalia,Connecticut,Shelton,1
2007,Somalia,Connecticut,Shelton,0
2008,Somalia,Connecticut,Shelton,0
2009,Somalia,Connecticut,Shelton,0
2010,Somalia,Connecticut,Shelton,0
2011,Somalia,Connecticut,Shelton,0
2012,Somalia,Connecticut,Shelton,0
2013,Somalia,Connecticut,Shelton,0
2014,Somalia,Connecticut,Shelton,0
2015,Somalia,Connecticut,Shelton,0
2005,Somalia,Connecticut,Suffield,0
2006,Somalia,Connecticut,Suffield,0
2007,Somalia,Connecticut,Suffield,0
2008,Somalia,Connecticut,Suffield,0
2009,Somalia,Connecticut,Suffield,0
2010,Somalia,Connecticut,Suffield,0
2011,Somalia,Connecticut,Suffield,0
2012,Somalia,Connecticut,Suffield,0
2013,Somalia,Connecticut,Suffield,1
2014,Somalia,Connecticut,Suffield,0
2015,Somalia,Connecticut,Suffield,0
2005,Somalia,Connecticut,Waterbury,2
2006,Somalia,Connecticut,Waterbury,0
2007,Somalia,Connecticut,Waterbury,0
2008,Somalia,Connecticut,Waterbury,0
2009,Somalia,Connecticut,Waterbury,0
2010,Somalia,Connecticut,Waterbury,0
2011,Somalia,Connecticut,Waterbury,0
2012,Somalia,Connecticut,Waterbury,0
2013,Somalia,Connecticut,Waterbury,0
2014,Somalia,Connecticut,Waterbury,0
2015,Somalia,Connecticut,Waterbury,0
2005,Somalia,Connecticut,West Hartford,4
2006,Somalia,Connecticut,West Hartford,0
2007,Somalia,Connecticut,West Hartford,0
2008,Somalia,Connecticut,West Hartford,0
2009,Somalia,Connecticut,West Hartford,0
2010,Somalia,Connecticut,West Hartford,0
2011,Somalia,Connecticut,West Hartford,0
2012,Somalia,Connecticut,West Hartford,0
2013,Somalia,Connecticut,West Hartford,0
2014,Somalia,Connecticut,West Hartford,0
2015,Somalia,Connecticut,West Hartford,0
2005,Sri Lanka (Ceylon),Connecticut,Hartford,0
